All Order,Order per task,Code snippet,Participant,Task,Participant/Task,Task Duration,Understand,Correntness,Level of investment,Rough Direction,Statement Selection,Code Interaction,"Level of investment, Rough Direction","Level of investment, Statement Selection","Level of investment, Code Interaction","Rough Direction, Statement Selection","Rough Direction, Code Interaction","Statement Selection, Code Interaction","Level of investment, Rough Direction, Statement Selection","Level of investment, Rough Direction, Code Interaction","Level of investment, Statement Selection, Code Interaction","Rough Direction, Statement Selection, Code Interaction","Level of investment, Rough Direction, Statement Selection, Code Interaction",Time,Start,Stop,Block Duration,%(Block Duration),Intent
110,6,Calculation,86,4,86/4,311,0.25,0,Quick,Forward,Dynamic,Inter procedure,"Quick, Forward","Quick, Dynamic","Quick, Inter procedure","Forward, Dynamic","Forward, Inter procedure","Dynamic, Inter procedure","Quick, Forward, Dynamic","Quick, Forward, Inter procedure","Quick, Dynamic, Inter procedure","Forward, Dynamic, Inter procedure","Quick, Forward, Dynamic, Inter procedure",195-225,195,225,30,0.09646302251,Get a quick overview of the code
111,7,Calculation,86,4,86/4,311,0.25,0,Indepth,Back and forth,Dynamic,Intra procedure,"Indepth, Back and forth","Indepth, Dynamic","Indepth, Intra procedure","Back and forth, Dynamic","Back and forth, Intra procedure","Dynamic, Intra procedure","Indepth, Back and forth, Dynamic","Indepth, Back and forth, Intra procedure","Indepth, Dynamic, Intra procedure","Back and forth, Dynamic, Intra procedure","Indepth, Back and forth, Dynamic, Intra procedure",225-277,225,277,52,0.1672025723,Formulate a hypothesis of the problematic area (PA)
112,8,Calculation,86,4,86/4,311,0.25,0,Indepth,Back and forth,Dynamic,Inter procedure,"Indepth, Back and forth","Indepth, Dynamic","Indepth, Inter procedure","Back and forth, Dynamic","Back and forth, Inter procedure","Dynamic, Inter procedure","Indepth, Back and forth, Dynamic","Indepth, Back and forth, Inter procedure","Indepth, Dynamic, Inter procedure","Back and forth, Dynamic, Inter procedure","Indepth, Back and forth, Dynamic, Inter procedure",277-311,277,311,34,0.1093247588,Validate the hypothesis of PA
115,3,Number HRN,52,2,52/2,361,1,1,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,17-45,17,45,28,0.07756232687,Get the deeper understanding of the code
116,4,Number HRN,52,2,52/2,361,1,1,Medium,Backward,Linear,,"Medium, Backward","Medium, Linear",,"Backward, Linear",,,"Medium, Backward, Linear",,,,,45-80,45,80,35,0.09695290859,Get the deeper understanding of the code
118,6,Number HRN,52,2,52/2,361,1,1,Medium,Back and forth,Dynamic,,"Medium, Back and forth","Medium, Dynamic",,"Back and forth, Dynamic",,,"Medium, Back and forth, Dynamic",,,,,91-111,91,111,20,0.05540166205,Get the understanding of a part of code block
119,7,Number HRN,52,2,52/2,361,1,1,Medium,Back and forth,Dynamic,,"Medium, Back and forth","Medium, Dynamic",,"Back and forth, Dynamic",,,"Medium, Back and forth, Dynamic",,,,,111-141,111,141,30,0.08310249307,Get the understanding of a part of code block
120,8,Number HRN,52,2,52/2,361,1,1,Indepth,Back and forth,Dynamic,,"Indepth, Back and forth","Indepth, Dynamic",,"Back and forth, Dynamic",,,"Indepth, Back and forth, Dynamic",,,,,141-285,141,285,144,0.3988919668,Get the understanding of a part of code block
121,9,Number HRN,52,2,52/2,361,1,1,Medium,Back and forth,Dynamic,,"Medium, Back and forth","Medium, Dynamic",,"Back and forth, Dynamic",,,"Medium, Back and forth, Dynamic",,,,,285-315,285,315,30,0.08310249307,Get the deeper understanding of the code
122,10,Number HRN,52,2,52/2,361,1,1,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,315-335,315,335,20,0.05540166205,Get the understanding of a part of code block
124,1,Insertion Sort,94,3,94/3,227,1,1,Medium,Forward,Linear,Intra procedure,"Medium, Forward","Medium, Linear","Medium, Intra procedure","Forward, Linear","Forward, Intra procedure","Linear, Intra procedure","Medium, Forward, Linear","Medium, Forward, Intra procedure","Medium, Linear, Intra procedure","Forward, Linear, Intra procedure","Medium, Forward, Linear, Intra procedure",0-23,0,23,23,0.1013215859,Get the understanding of a part of code block
125,2,Insertion Sort,94,3,94/3,227,1,1,Indepth,Back and forth,Dynamic,Inter procedure,"Indepth, Back and forth","Indepth, Dynamic","Indepth, Inter procedure","Back and forth, Dynamic","Back and forth, Inter procedure","Dynamic, Inter procedure","Indepth, Back and forth, Dynamic","Indepth, Back and forth, Inter procedure","Indepth, Dynamic, Inter procedure","Back and forth, Dynamic, Inter procedure","Indepth, Back and forth, Dynamic, Inter procedure",25-62,25,62,37,0.1629955947,Understand the method call progression
126,3,Insertion Sort,94,3,94/3,227,1,1,Medium,Back and forth,Dynamic,Inter procedure,"Medium, Back and forth","Medium, Dynamic","Medium, Inter procedure","Back and forth, Dynamic","Back and forth, Inter procedure","Dynamic, Inter procedure","Medium, Back and forth, Dynamic","Medium, Back and forth, Inter procedure","Medium, Dynamic, Inter procedure","Back and forth, Dynamic, Inter procedure","Medium, Back and forth, Dynamic, Inter procedure",62-92,62,92,30,0.1321585903,Get the deeper understanding of the code
127,4,Insertion Sort,94,3,94/3,227,1,1,Medium,Back and forth,Dynamic,Inter procedure,"Medium, Back and forth","Medium, Dynamic","Medium, Inter procedure","Back and forth, Dynamic","Back and forth, Inter procedure","Dynamic, Inter procedure","Medium, Back and forth, Dynamic","Medium, Back and forth, Inter procedure","Medium, Dynamic, Inter procedure","Back and forth, Dynamic, Inter procedure","Medium, Back and forth, Dynamic, Inter procedure",92-137,92,137,45,0.1982378855,Get the understanding of a part of code block
128,5,Insertion Sort,94,3,94/3,227,1,1,Indepth,Back and forth,Dynamic,Intra procedure,"Indepth, Back and forth","Indepth, Dynamic","Indepth, Intra procedure","Back and forth, Dynamic","Back and forth, Intra procedure","Dynamic, Intra procedure","Indepth, Back and forth, Dynamic","Indepth, Back and forth, Intra procedure","Indepth, Dynamic, Intra procedure","Back and forth, Dynamic, Intra procedure","Indepth, Back and forth, Dynamic, Intra procedure",137-168,137,168,31,0.1365638767,Get the understanding of a part of code block
129,6,Insertion Sort,94,3,94/3,227,1,1,Indepth,Back and forth,Dynamic,Inter procedure,"Indepth, Back and forth","Indepth, Dynamic","Indepth, Inter procedure","Back and forth, Dynamic","Back and forth, Inter procedure","Dynamic, Inter procedure","Indepth, Back and forth, Dynamic","Indepth, Back and forth, Inter procedure","Indepth, Dynamic, Inter procedure","Back and forth, Dynamic, Inter procedure","Indepth, Back and forth, Dynamic, Inter procedure",168-220,168,220,52,0.2290748899,Formulate a hypothesis of the problematic area (PA)
130,7,Insertion Sort,94,3,94/3,227,1,1,Medium,In the order of definition,Linear,Intra procedure,"Medium, In the order of definition","Medium, Linear","Medium, Intra procedure","In the order of definition, Linear","In the order of definition, Intra procedure","Linear, Intra procedure","Medium, In the order of definition, Linear","Medium, In the order of definition, Intra procedure","Medium, Linear, Intra procedure","In the order of definition, Linear, Intra procedure","Medium, In the order of definition, Linear, Intra procedure",220-227,220,227,7,0.03083700441,Validate the hypothesis of PA
132,2,Number HRN,45,3,45/3,272,1,1,Medium,Forward,Linear,,"Medium, Forward","Medium, Linear",,"Forward, Linear",,,"Medium, Forward, Linear",,,,,13-41,13,41,28,0.1029411765,Get the understanding of a part of code block
133,3,Number HRN,45,3,45/3,272,1,1,Medium,Forward,Linear,,"Medium, Forward","Medium, Linear",,"Forward, Linear",,,"Medium, Forward, Linear",,,,,41-81,41,81,40,0.1470588235,Get the understanding of a part of code block
134,4,Number HRN,45,3,45/3,272,1,1,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,81-148,81,148,67,0.2463235294,Get the deeper understanding of the code
135,5,Number HRN,45,3,45/3,272,1,1,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,148-241,148,241,93,0.3419117647,Formulate a hypothesis of the problematic area (PA)
136,6,Number HRN,45,3,45/3,272,1,1,Quick,Back and forth,Dynamic,,"Quick, Back and forth","Quick, Dynamic",,"Back and forth, Dynamic",,,"Quick, Back and forth, Dynamic",,,,,241-272,241,272,31,0.1139705882,Validate the hypothesis of PA
137,1,Number HRN,51,3,51/3,435,1,1,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,0-40,0,40,40,0.09195402299,Get the understanding of a part of code block
138,2,Number HRN,51,3,51/3,435,1,1,Medium,Back and forth,Dynamic,,"Medium, Back and forth","Medium, Dynamic",,"Back and forth, Dynamic",,,"Medium, Back and forth, Dynamic",,,,,40-84,40,84,44,0.1011494253,Get the understanding of a part of code block
139,3,Number HRN,51,3,51/3,435,1,1,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,84-135,84,135,51,0.1172413793,Get the understanding of a part of code block
140,4,Number HRN,51,3,51/3,435,1,1,Medium,Forward,Linear,,"Medium, Forward","Medium, Linear",,"Forward, Linear",,,"Medium, Forward, Linear",,,,,135-230,135,230,95,0.2183908046,Get the understanding of a part of code block
141,5,Number HRN,51,3,51/3,435,1,1,Medium,Back and forth,Linear,,"Medium, Back and forth","Medium, Linear",,"Back and forth, Linear",,,"Medium, Back and forth, Linear",,,,,230-345,230,345,115,0.2643678161,Formulate a hypothesis of the problematic area (PA)
142,6,Number HRN,51,3,51/3,435,1,1,Medium,Back and forth,Dynamic,,"Medium, Back and forth","Medium, Dynamic",,"Back and forth, Dynamic",,,"Medium, Back and forth, Dynamic",,,,,345-435,345,435,90,0.2068965517,Validate the hypothesis of PA
144,2,Number HRN,58,1,58/1,484,0.75,1,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,25-174,25,174,149,0.3078512397,Get the understanding of a part of code block
145,3,Number HRN,58,1,58/1,484,0.75,1,Medium,Back and forth,Dynamic,,"Medium, Back and forth","Medium, Dynamic",,"Back and forth, Dynamic",,,"Medium, Back and forth, Dynamic",,,,,174-245,174,245,71,0.1466942149,Get the understanding of a part of code block
147,5,Number HRN,58,1,58/1,484,0.75,1,Quick,Back and forth,Dynamic,,"Quick, Back and forth","Quick, Dynamic",,"Back and forth, Dynamic",,,"Quick, Back and forth, Dynamic",,,,,270-290,270,290,20,0.04132231405,Get a quick overview of the code
149,7,Number HRN,58,1,58/1,484,0.75,1,Medium,Backward,Dynamic,,"Medium, Backward","Medium, Dynamic",,"Backward, Dynamic",,,"Medium, Backward, Dynamic",,,,,378-384,378,384,6,0.01239669421,Get the understanding of a part of code block
152,2,Number HRN,59,3,59/3,235,0.75,1,Quick,Forward,Dynamic,,"Quick, Forward","Quick, Dynamic",,"Forward, Dynamic",,,"Quick, Forward, Dynamic",,,,,16-63,16,63,47,0.2,Get the understanding of a part of code block
153,3,Number HRN,59,3,59/3,235,0.75,1,Quick,Forward,Dynamic,,"Quick, Forward","Quick, Dynamic",,"Forward, Dynamic",,,"Quick, Forward, Dynamic",,,,,63-155,63,155,92,0.3914893617,Get the understanding of a part of code block
154,4,Number HRN,59,3,59/3,235,0.75,1,Medium,Back and forth,Dynamic,,"Medium, Back and forth","Medium, Dynamic",,"Back and forth, Dynamic",,,"Medium, Back and forth, Dynamic",,,,,155-190,155,190,35,0.1489361702,Formulate a hypothesis of the problematic area (PA)
155,5,Number HRN,59,3,59/3,235,0.75,1,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,190-234,190,234,44,0.1872340426,Validate the hypothesis of PA
157,2,Number HRN,60,1,60/1,310,1,1,Medium,Back and forth,Dynamic,,"Medium, Back and forth","Medium, Dynamic",,"Back and forth, Dynamic",,,"Medium, Back and forth, Dynamic",,,,,25-64,25,64,39,0.1258064516,Get the deeper understanding of the code
158,3,Number HRN,60,1,60/1,310,1,1,Medium,Back and forth,Dynamic,,"Medium, Back and forth","Medium, Dynamic",,"Back and forth, Dynamic",,,"Medium, Back and forth, Dynamic",,,,,64-143,64,143,79,0.2548387097,Get the understanding of a part of code block
159,4,Number HRN,60,1,60/1,310,1,1,Indepth,Forward,Linear,,"Indepth, Forward","Indepth, Linear",,"Forward, Linear",,,"Indepth, Forward, Linear",,,,,143-223,143,223,80,0.2580645161,Formulate a hypothesis of the problematic area (PA)
160,5,Number HRN,60,1,60/1,310,1,1,Medium,Back and forth,Dynamic,,"Medium, Back and forth","Medium, Dynamic",,"Back and forth, Dynamic",,,"Medium, Back and forth, Dynamic",,,,,223-310,223,310,87,0.2806451613,Validate the hypothesis of PA
162,2,Number HRN,69,1,69/1,500,0.75,1,Quick,Forward,Linear,,"Quick, Forward","Quick, Linear",,"Forward, Linear",,,"Quick, Forward, Linear",,,,,15-136,15,136,121,0.242,Get a quick overview of the code
163,3,Number HRN,69,1,69/1,500,0.75,1,Quick,Backward,Dynamic,,"Quick, Backward","Quick, Dynamic",,"Backward, Dynamic",,,"Quick, Backward, Dynamic",,,,,136-231,136,231,95,0.19,Get the understanding of a part of code block
164,4,Number HRN,69,1,69/1,500,0.75,1,Quick,Forward,Dynamic,,"Quick, Forward","Quick, Dynamic",,"Forward, Dynamic",,,"Quick, Forward, Dynamic",,,,,231-291,231,291,60,0.12,Get the understanding of a part of code block
165,5,Number HRN,69,1,69/1,500,0.75,1,Quick,Back and forth,Dynamic,,"Quick, Back and forth","Quick, Dynamic",,"Back and forth, Dynamic",,,"Quick, Back and forth, Dynamic",,,,,291-400,291,400,109,0.218,Get the understanding of a part of code block
166,6,Number HRN,69,1,69/1,500,0.75,1,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,400-456,400,456,56,0.112,Formulate a hypothesis of the problematic area (PA)
167,7,Number HRN,69,1,69/1,500,0.75,1,Quick,Forward,Dynamic,,"Quick, Forward","Quick, Dynamic",,"Forward, Dynamic",,,"Quick, Forward, Dynamic",,,,,456-500,456,500,44,0.088,Validate the hypothesis of PA
174,2,Number HRN,77,1,77/1,320,1,1,Quick,Back and forth,Dynamic,,"Quick, Back and forth","Quick, Dynamic",,"Back and forth, Dynamic",,,"Quick, Back and forth, Dynamic",,,,,10-45,10,45,35,0.109375,Get the understanding of a part of code block
175,3,Number HRN,77,1,77/1,320,1,1,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,38-120,38,120,82,0.25625,Get the understanding of a part of code block
176,4,Number HRN,77,1,77/1,320,1,1,Medium,Back and forth,Dynamic,,"Medium, Back and forth","Medium, Dynamic",,"Back and forth, Dynamic",,,"Medium, Back and forth, Dynamic",,,,,120-197,120,197,77,0.240625,Get the deeper understanding of the code
177,5,Number HRN,77,1,77/1,320,1,1,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,197-225,197,225,28,0.0875,Formulate a hypothesis of the problematic area (PA)
178,6,Number HRN,77,1,77/1,320,1,1,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,225-265,225,265,40,0.125,Formulate a hypothesis of the problematic area (PA)
179,7,Number HRN,77,1,77/1,320,1,1,Medium,Backward,Linear,,"Medium, Backward","Medium, Linear",,"Backward, Linear",,,"Medium, Backward, Linear",,,,,238-320,238,320,82,0.25625,Validate the hypothesis of PA
181,2,Number HRN,82,3,82/3,270,1,1,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,23-64,23,64,41,0.1518518519,Get the understanding of a part of code block
182,3,Number HRN,82,3,82/3,270,1,1,Quick,Forward,Linear,,"Quick, Forward","Quick, Linear",,"Forward, Linear",,,"Quick, Forward, Linear",,,,,64-83,64,83,19,0.07037037037,Get the understanding of a part of code block
183,4,Number HRN,82,3,82/3,270,1,1,Quick,Forward,Dynamic,,"Quick, Forward","Quick, Dynamic",,"Forward, Dynamic",,,"Quick, Forward, Dynamic",,,,,83-174,83,174,91,0.337037037,Get a quick overview of the code
184,5,Number HRN,82,3,82/3,270,1,1,Quick,Forward,Dynamic,,"Quick, Forward","Quick, Dynamic",,"Forward, Dynamic",,,"Quick, Forward, Dynamic",,,,,174-194,174,194,20,0.07407407407,Understand the method call progression
185,6,Number HRN,82,3,82/3,270,1,1,Medium,Forward,Linear,,"Medium, Forward","Medium, Linear",,"Forward, Linear",,,"Medium, Forward, Linear",,,,,194-247,194,247,53,0.1962962963,Formulate a hypothesis of the problematic area (PA)
186,7,Number HRN,82,3,82/3,270,1,1,Quick,Forward,Dynamic,,"Quick, Forward","Quick, Dynamic",,"Forward, Dynamic",,,"Quick, Forward, Dynamic",,,,,247-270,247,270,23,0.08518518519,Validate the hypothesis of PA
188,2,Rectangle,83,3,83/3,112,1,1,Medium,Back and forth the order of denifition,Dynamic,Inter procedure,"Medium, Back and forth the order of denifition","Medium, Dynamic","Medium, Inter procedure","Back and forth the order of denifition, Dynamic","Back and forth the order of denifition, Inter procedure","Dynamic, Inter procedure","Medium, Back and forth the order of denifition, Dynamic","Medium, Back and forth the order of denifition, Inter procedure","Medium, Dynamic, Inter procedure","Back and forth the order of denifition, Dynamic, Inter procedure","Medium, Back and forth the order of denifition, Dynamic, Inter procedure",4-28,4,28,24,0.2142857143,Get the deeper understanding of the code
